Welcome to the profile statistics browser.
profiling/profiling.data% profiling/profiling.data% Mon Jan  7 17:29:53 2019    profiling/profiling.data

         430080 function calls (421447 primitive calls) in 115.482 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:302(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1350(add_argument_group)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1476(_pop_action_class)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1489(_check_conflict)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:2046(_match_argument)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/context.py:264(<genexpr>)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.6/gettext.py:506(translation)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:38(_remove)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       24    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:130(__del__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:173(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.383    0.383 tsp/state.py:4(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/specifiers.py:21(BaseSpecifier)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/six.py:91(__get__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/_policybase.py:94(_append_doc)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:456(get_build_platform)
        1    0.000    0.000    0.031    0.031 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:627(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:1439(NullProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/json_graph/adjacency.py:7(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.6/site-packages/networkx/readwrite/json_graph/jit.py:34(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/linalg/laplacianmatrix.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/lxml/_elementpath.py:56(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/readwrite/leda.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/tree/coding.py:20(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/generators/mycielski.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/isomorphism/isomorphvf2.py:129(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/flow/boykovkolmogorov.py:13(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/flow/utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/flow/edmondskarp.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/connectivity/cuts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/bipartite/matrix.py:6(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/swap.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/distance_regular.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/euler.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/degree_alg.py:11(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/katz.py:13(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/boundary.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/betweenness_subset.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/classes/multigraph.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:542(Popen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_bootlocale.py:23(getpreferredencoding)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/extras.py:238(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/polynomial/polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/polynomial.py:934(poly1d)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/unittest/case.py:388(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/pathlib.py:970(Path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:1023(time)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:291(_check_time_fields)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:62(BaseProcess)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1709(_add_action)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:2083(_parse_optional)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1062(_wait_for_tstate_lock)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.6/gettext.py:572(dgettext)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
       32    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       13    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        6    0.000    0.000    0.006    0.001 /usr/lib/python3.6/multiprocessing/synchronize.py:145(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:4784(tokenMap)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1979(__invert__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3123(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/_compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/drawing/nx_pylab.py:23(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/drawing/nx_agraph.py:25(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/generators/spectral_graph_forge.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/generators/joint_degree_seq.py:6(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/isomorphism/vf2userfunc.py:32(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/tree/recognition.py:75(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/community/label_propagation.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/node_classification/lgc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/structuralholes.py:9(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/traversal/beamsearch.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/triads.py:37(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/planarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/shortest_paths/astar.py:12(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/algorithms/mis.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/generators/trees.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/dominance.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/dominating.py:2(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.6/site-packages/networkx/algorithms/link_analysis/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/link_analysis/pagerank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/components/semiconnected.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/centrality/harmonic.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/algorithms/chains.py:10(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/networkx/generators/duplication.py:19(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2402(Parameter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2683(Signature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/ma/core.py:2775(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/polynomial/chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/lib/_version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/linalg/linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/testing/_private/utils.py:1923(suppress_warnings)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/core/_internal.py:246(_ctypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/numpy/compat/_inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/fnmatch.py:11(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:1949(timezone)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.741    0.741 tsp/controller.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:133(socket)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/tokenize.py:385(find_cookie)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/process.py:52(_cleanup)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:1946(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:738(Thread)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/argparse.py:560(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:784(_parse_flags)
       21    0.000    0.000    0.000    0.000 tsp/args.py:7(__setattr__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       29    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/multiprocessing/popen_fork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:435(__bool__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:1800(__radd__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:2922(__str__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/pyparsing.py:3312(setResultsName)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/packaging/specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/email/_parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.6/site-packages/pkg_resources/__init__.py:2266(EntryPoint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/site-packages/networkx/tests/test.py:2(<module>)
